location,county,date,visitor,algaeobserved,algalid,cyanobacteriadominant,toxinpresent,mcvalue,mcqualifier,cylvalue,cylqualifier,anavalue,anaqualifier,saxvalue,saxqualifier,nodvalue,nodqualifier,othertoxins,comments,datetime,latitude,longitude,sampledepth,picurl
Lake Conway - SW Shore ,Orange,2/15/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.3,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,2/15/2021 17:20,28.4662818,-81.3595114,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1690/attachments/1694?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Holden - 90m S of Lake Holden Point,Orange,2/15/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.67,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,2/15/2021 15:53,28.5042968,-81.3901382,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1691/attachments/1695?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Minnehaha - 130m SE of 561,Lake,2/11/2021,DEP_CEN_ROC,Yes,Dominant taxon: Dolichospermum circinale,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,2/11/2021 18:03,28.5424833,-81.7836116,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1684/attachments/1689?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Minnehaha - 75m S of Lakeshore Dr.,Lake,2/11/2021,DEP_CEN_ROC,Yes,Dominant taxon: Dolichospermum circinale,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,2/11/2021 17:38,28.5444531,-81.7589235,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1683/attachments/1688?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Sloat - near park,Orange,2/11/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,Signs of algal bloom are present but possibly worse in previous days. ,2/11/2021 17:08,28.44589,-81.50712,0.304,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1685/attachments/1691?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Indian River - Eau Gallie Pier,Brevard,2/10/2021,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,2/10/2021 19:40,28.1325,-80.6242,0.2,
Banana River - 520 Slick Boat Ramp,Brevard,2/10/2021,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,2/10/2021 18:55,28.3571,-80.6284,0.2,
Indian River - Parrish Park,Brevard,2/10/2021,STATE_AGENCY,Yes,Dominant taxa: Aureoumbra-like nanoplankton.,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,2/10/2021 16:45,28.62331667,-80.79545278,0.2,
SJR - Shands Bridge (20030157),StJohns,2/8/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,2/8/2021 20:00,29.98163333,-81.62213889,0.36,
Doctors Lake - Center (DTL),Clay,2/8/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,2/8/2021 18:04,30.13805556,-81.72722222,0.36,
SJR - Mandarin Point (MP72),Duval,2/8/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,2/8/2021 17:44,30.15666667,-81.68388889,0.36,
Lake Jesup - Center (OW-CTR),Seminole,2/4/2021,SJRWMD,Yes,Co-dominant taxa were: Cylindrospermopsis raciborskii and Planktolyngbya limnetica,Yes,Yes,,,0.32,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: 0.32 I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.); Saxitoxin: not detected,,2/4/2021 15:35,28.72678,-81.21107,0.3,
Indian River - Eau Gallie Pier,Brevard,2/2/2021,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,2/2/2021 20:50,28.1325,-80.6242,0.2,
Banana River - 520 Slick Boat Ramp,Brevard,2/2/2021,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,2/2/2021 18:00,28.3571,-80.6284,0.2,
Indian River - Parrish Park,Brevard,2/2/2021,STATE_AGENCY,Yes,mixed algae; the dominant taxa were an assemblage of nanoplankton and picoplankton,No,,,,,,,,,,,,not collected,Slight bloomy conditions. Site visited by and dominant algal taxon IDed by FWC/FWRI.,2/2/2021 16:40,28.62331667,-80.79545278,0.2,
Lake Rowena - near lift station,Orange,2/2/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,"Water slightly turbid, some accumulated algae caught in between vegetation. ",2/2/2021 16:33,28.57217819,-81.36342806,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1664/attachments/1674?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Estelle - near OMA,Orange,2/2/2021,DEP_CEN_ROC,Yes,Co-dominant taxa were: Microcystis aeruginosa and Cuspidothrix issatschenkoi,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,2/2/2021 16:06,28.57364536,-81.36512516,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1663/attachments/1671?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Formosa - Asher Lane,Orange,2/2/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,2/2/2021 15:40,28.56731731,-81.36935653,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1662/attachments/1669?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Highland - Northern Shore,Orange,2/2/2021,DEP_CEN_ROC,No,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,"Collected at northern shore, no bloom observed. Some periphyton observed. ",2/2/2021 15:19,28.56104331,-81.37001699,0.15,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1661/attachments/1666?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Willisara - Center,Orange,1/28/2021,DEP_CEN_ROC,Yes,Co-dominant taxa were: Microcystis aeruginosa and Microcystis wesenbergii,Yes,Yes,0.46,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/28/2021 18:58,28.5079299,-81.3613963,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1653/attachments/1660?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Copeland - N of Center,Orange,1/28/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.3,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,Uniform throughout the lake except for N shore where wind had pushed it. ,1/28/2021 18:05,28.5284352,-81.3746277,0.33,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1652/attachments/1657?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Sue - SW Lobe ,Orange,1/28/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/28/2021 15:50,28.574098,-81.355286,0.302,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1651/attachments/1656?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Ivanhoe - 200ft from boat ramp,Orange,1/28/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.3,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/28/2021 15:33,28.5647485,-81.373874,0.302,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1654/attachments/1663?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Indian River - Eau Gallie Pier,Brevard,1/27/2021,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,1/27/2021 19:10,28.1325,-80.6242,0.2,
Banana River - 520 Slick Boat Ramp,Brevard,1/27/2021,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,1/27/2021 18:25,28.3571,-80.6284,0.2,
Indian River - Parrish Park,Brevard,1/27/2021,STATE_AGENCY,No,mixed algae; the dominant taxa were an assemblage of nanoplankton and picoplankton,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,1/27/2021 16:40,28.62331667,-80.79545278,0.2,
Cypress Lake Boat Ramp at NW Shore,Orange,1/27/2021,County,Yes,Co-dominant taxa were: Microcystis aeruginosa and Microcystis sp.,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/27/2021 16:25,28.48158,-81.569041,0.5,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1650/attachments/1653?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Monroe-Center (LMAC),Volusia,1/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,No bloom observed.,1/27/2021 15:43,28.83505,-81.2709,0.3,
Stick Marsh-North (STKM),IndianRiver,1/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,No bloom visible.,1/27/2021 15:17,27.8106,-80.7249,0.3,
Blue Cypress Lake-Center (BCL),IndianRiver,1/27/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,No bloom visible.,1/27/2021 14:41,27.7266,-80.7536,0.3,
Lake Washington - Center (LWC),Brevard,1/20/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/20/2021 13:50,28.1424388,-80.746111,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1649/attachments/1652?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Unnamed Canal - N Cory Dr,Volusia,1/19/2021,DEP_CEN_ROC,Yes,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,Culvert running underneath roadway seems to be clogged/cut off preventing any good flow from body of water to main channel. ,1/19/2021 17:20,28.94608,-80.87484,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1645/attachments/1650?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
SJR at Shands Bridge (20030157),StJohns,1/14/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 17:29,29.98163056,-81.61936111,0.3,
IRL - 528 Bridge N,Brevard,1/14/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 17:20,28.40201,-80.74357,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1636/attachments/1636?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
IRL - 528 Bridge S,Brevard,1/14/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 17:03,28.400095,-80.744588,0.15,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1635/attachments/1635?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Doctors Lake - Center (DTL),Clay,1/14/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 16:50,30.13805556,-81.72722222,0.3,
IRL - N of Magnolia Point,Brevard,1/14/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 16:43,28.38228,-80.73681,0.15,
SJR - Mandarin Point (MP72),Duval,1/14/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 16:33,30.15666667,-81.68388889,0.3,
IRL - Cocoa Village Marina,Brevard,1/14/2021,DEP_CEN_ROC,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/14/2021 16:22,28.35676,-80.724333,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1633/attachments/1634?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Mabel - 25m from NW shore,Orange,1/13/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,light remnants of HAB still visible ,1/13/2021 16:25,28.437302,-81.549844,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1632/attachments/1631?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake George - Center (LEO),Volusia,1/13/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/13/2021 15:39,29.30830556,-81.60638889,0.3,
Lake Rowena - near NE corner,Orange,1/12/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.65,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/12/2021 17:51,28.57242,-81.358247,0.3,
Lake Estelle - near OMA,Orange,1/12/2021,DEP_CEN_ROC,Yes,Co-dominant taxa were: Microcystis aeruginosa and Cuspidothrix issatschenkoi,Yes,Yes,0.35,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/12/2021 17:08,28.57377,-81.36517,0.311,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1630/attachments/1630?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Highland - near west shore ,Orange,1/7/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,0.75,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/7/2021 17:47,28.5600128,-81.3731756,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1628/attachments/1628?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Lake Formosa - Asher Lane,Orange,1/7/2021,DEP_CEN_ROC,Yes,Dominant taxon: Microcystis aeruginosa,Yes,Yes,1.17,I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.),,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected,,1/7/2021 15:56,28.5677157,-81.3692559,0.3,https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/1627/attachments/1626?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6
Crescent Lake-mouth of Dunns Creek (CRESLM),Putnam,1/5/2021,SJRWMD,No,mixed algae; no dominant species in sample,No,No,,,,,,,,,,,Anatoxin-a: not detected; Cylindrospermopsin: not detected; Saxitoxin: not detected,,1/5/2021 15:25,29.52955556,-81.55372222,0.3,
Indian River - Eau Gallie Pier,Brevard,12/29/2020,STATE_AGENCY,Yes,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,12/29/2020 19:45,28.1325,-80.6242,0.2,
Banana River - 520 Slick Boat Ramp,Brevard,12/29/2020,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,12/29/2020 19:00,28.3571,-80.6284,0.2,
Indian River - Parrish Park,Brevard,12/29/2020,STATE_AGENCY,No,mixed algae; no dominant species in sample,No,,,,,,,,,,,,not collected,Site visited by and dominant algal taxon IDed by FWC/FWRI.,12/29/2020 17:35,28.62331667,-80.79545278,0.2,
