"location","datetime","date","latitude","longitude","county","visitor","algaeobserved","sampledepth","algalid","cyanobacteriadominant","toxinpresent","mcvalue","mcqualifier","cylvalue","cylqualifier","anavalue","anaqualifier","saxvalue","saxqualifier","nodvalue","nodqualifier","othertoxins","comments","picurl"
"Lake Winnott - 147 Bakers Acres Dr",2022-04-18 15:40:00,2022-04-18,29.6511402594834,-82.0473145478664,"Putnam","NEROC","Yes",0.3,"Dominant taxon: Dolichospermum helicoideum","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5187/attachments/1593?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Washington - Center (LWC)",2022-04-18 13:17:00,2022-04-18,28.1425714,-80.7444501,"Brevard","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","HAB routine sample","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3567/attachments/3169?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Newnan - Center (NEW)",2022-04-18 13:00:00,2022-04-18,29.64455,-82.2183833333333,"Alachua","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis wesenbergii","Yes","Yes",0.79,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Newnans Lake - Center (NEW)",2022-04-18 13:00:00,2022-04-18,29.64455,-82.2183833333333,"Alachua","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis wesenbergii","Yes","Yes",0.79,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Lake Jesup - Center (OW-CTR)",2022-04-14 15:50:00,2022-04-14,28.7268,-81.2111,"Seminole","SJRWMD","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.31,"IY (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit. Y qualifier indicates improper preservation.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Lake George - Center (LEO)",2022-04-14 14:39:00,2022-04-14,29.3083055555556,-81.6063888888889,"Volusia","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Lake Monroe - Center (LMAC)",2022-04-14 13:44:00,2022-04-14,28.847909494731,-81.2729970156354,"Volusia","SJRWMD","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Crescent Lake - mouth of Dunns Creek (CRESLM)",2022-04-14 13:03:00,2022-04-14,29.5295555555556,-81.5537222222222,"Putnam","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",1,"I (I qualifier indicates that the reported value is between the laboratory method detection limit and the laboratory practical quantitation limit.)",,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"St. Johns River - Mandarin Point (MP72)",2022-04-13 16:17:00,2022-04-13,30.1566666666667,-81.6838888888889,"Duval","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Doctors Lake - Center (DTL)",2022-04-13 15:49:00,2022-04-13,30.1380555555556,-81.7272222222222,"Clay","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Blue Cypress Lake - Center (BCL)",2022-04-13 15:08:00,2022-04-13,27.7281881,-80.7538422,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3554/attachments/3154?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"St. Johns River - Shands Bridge (20030157)",2022-04-13 14:45:00,2022-04-13,29.9816305555556,-81.6221388888889,"StJohns","SJRWMD","No",0.3,"mixed algae; no dominant species in sampleding","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Stickmarsh - North (STKM)",2022-04-13 13:29:00,2022-04-13,27.8109214,-80.7246085,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Stick Marsh - North (STKM)",2022-04-13 13:29:00,2022-04-13,27.8109214,-80.7246085,"IndianRiver","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Lake Sue - Lakeshore Dr. West Lobe",2022-04-11 17:24:00,2022-04-11,28.5769192,-81.3595279,"Orange","DEP_CEN_ROC","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.56,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3551/attachments/3152?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Sue - Lakeshore Dr West Lobe",2022-04-11 17:24:00,2022-04-11,28.5769192,-81.3595279,"Orange","CEROC","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.56,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5170/attachments/1575?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Dead River Canal - Bluegill Ave",2022-04-11 15:45:00,2022-04-11,28.815204,-81.773676,"Lake","DEP_CEN_ROC","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Entire surface covered in floating aquatic vegetation. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3550/attachments/3149?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Dead River Canal - Bluegill Ave",2022-04-11 15:45:00,2022-04-11,28.815204,-81.773676,"Lake","CEROC","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Entire surface covered in floating aquatic vegetation. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5169/attachments/1572?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Mann - McQueen Park",2022-04-06 18:40:00,2022-04-06,28.5344713,-81.4235901,"Orange","DEP_CEN_ROC","Yes",,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.6,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Big globs in column","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3546/attachments/3139?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Mann - McQueen Park",2022-04-06 18:40:00,2022-04-06,28.5344713,-81.4235901,"Orange","CEROC","Yes",,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.6,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Big globs in column","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5165/attachments/1562?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Santa Fe Lake - Melrose Bay",2022-04-06 18:35:00,2022-04-06,29.71606,-82.05157,"Alachua","DEP_NE_ROC","Yes",0.3,"Co-dominant taxa were: Cylindrospermopsis raciborskii and Aphanizomenon flos-aquae","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Water still very green but algae seems to have dissipated/moved lower in water column. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3548/attachments/3144?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Santa Fe Lake - Melrose Bay",2022-04-06 18:35:00,2022-04-06,29.71606,-82.05157,"Alachua","NEROC","Yes",0.3,"Co-dominant taxa were: Cylindrospermopsis raciborskii and Aphanizomenon flos-aquae","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Water still very green but algae seems to have dissipated/moved lower in water column. ","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5167/attachments/1567?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Mann - RMP Cove",2022-04-06 18:32:00,2022-04-06,28.5428203,-81.4224159,"Orange","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.4,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Globs in column","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3545/attachments/3137?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Mann - RMP Cove",2022-04-06 18:32:00,2022-04-06,28.5428203,-81.4224159,"Orange","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",2.4,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Globs in column","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5164/attachments/1560?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Orange Lake - McIntosh Bay",2022-04-06 15:25:00,2022-04-06,29.43633,-82.19149,"Alachua","DEP_NE_ROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",1.5,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Bloom less prevalent than in previous sample events. Water level is approximately 1-2 feet higher than prior samples. Algae has ability to move over tops of Hyrdilla and may be contributing to bloom reduction.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3547/attachments/3141?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Orange Lake - McIntosh Bay",2022-04-06 15:25:00,2022-04-06,29.43633,-82.19149,"Alachua","NEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",1.5,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Bloom less prevalent than in previous sample events. Water level is approximately 1-2 feet higher than prior samples. Algae has ability to move over tops of Hyrdilla and may be contributing to bloom reduction.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5166/attachments/1564?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Washington - Center (LWC)",2022-04-04 14:09:00,2022-04-04,28.1424438,-80.7446481,"Brevard","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3532/attachments/3132?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Virginia - West Shore",2022-03-31 15:58:00,2022-03-31,28.588089,-81.3522483,"Orange","DEP_CEN_ROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","No bloom observed, lots of periphyton on bottom. Water clear.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3528/attachments/3123?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Virginia - West Shore",2022-03-31 15:58:00,2022-03-31,28.588089,-81.3522483,"Orange","CEROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","No bloom observed, lots of periphyton on bottom. Water clear.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5147/attachments/1546?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Formosa - SW Park",2022-03-31 13:51:00,2022-03-31,28.5678,-81.3715,"Orange","DEP_CEN_ROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","No visible bloom","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3530/attachments/3130?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Formosa - SW Park",2022-03-31 13:51:00,2022-03-31,28.5678,-81.3715,"Orange","CEROC","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","No visible bloom","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5149/attachments/1553?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Lake Sue - Lakeshore Dr. West Lobe",2022-03-31 13:32:00,2022-03-31,28.5769,-81.3595,"Orange","DEP_CEN_ROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.42,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Light bloom visible in column, no surface accumulation. Looks to be dissipating.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3529/attachments/3127?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Lake Sue - Lakeshore Dr West Lobe",2022-03-31 13:32:00,2022-03-31,28.5769,-81.3595,"Orange","CEROC","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","Yes",0.42,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected","Light bloom visible in column, no surface accumulation. Looks to be dissipating.","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5148/attachments/1550?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Crescent Lake - mouth of Dunns Creek (CRESLM)",2022-03-30 13:20:00,2022-03-30,29.5295555555556,-81.5537222222222,"Putnam","SJRWMD","No",0.3,"mixed algae; no dominant species in sample","No","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,
"Blue Cypress Lake - Center (BCL)",2022-03-29 14:18:00,2022-03-29,27.7266725,-80.753474,"IndianRiver","SJRWMD","No",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected","HAB routine sample","https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3526/attachments/3122?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Stickmarsh - North (STKM)",2022-03-29 14:00:00,2022-03-29,27.8111719,-80.7244452,"IndianRiver","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3525/attachments/3120?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
"Stick Marsh - North (STKM)",2022-03-29 14:00:00,2022-03-29,27.8111719,-80.7244452,"IndianRiver","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/ArcGIS/rest/services/service_c1026ff3b55f468d9f2edd834cb807f8/FeatureServer/0/5144/attachments/1543?token=JCe8tuF1KMtEvlYb_wKko4bYR01Q9faZFf7bPDvLPOmoePr4wKFNXYPnt14rHzXOmeD0N0o5m-BYufNF3pyEf9bWYai8fGf3Lb4EzcwcUsODKWrQb3RaHXomNo-PGV2Dy-h8LuyYvuKo6opAtg2bFLK01ScAVsx4vX4_nmWaQHgMQVArqidVWnOBczXNWsOz"
"Stickmarsh - South (FTT)",2022-03-29 13:30:00,2022-03-29,27.7789565,-80.7260196,"IndianRiver","SJRWMD","Yes",0.3,"Dominant taxon: Microcystis aeruginosa","Yes","No",,,,,,,,,,,"Anatoxin-a: not detected; Cylindrospermopsin: not detected; Nodularin-R: not detected; Saxitoxins: not detected",,"https://services1.arcgis.com/nRHtyn3uE1kyzoYc/arcgis/rest/services/service_5c5ebb2c750c442da2b09ddcc97bb150/FeatureServer/0/3524/attachments/3118?token=5-9B4_qFJxwE43FpRKmTcizn9xE4gyQzR7iJriH_WSdv7PgrexGGAhHhsGpscZa8SH_qjt0z84tspBh9UZdaQiiM655xl5nYilYijuNFLU5ctgA5UqoDG-yQnKzdu40YNWB8oief-0n4SY_CsI5ZrvtQHd97t_Zf1Jytpde8Gcx1_zdC8Fhz3OKM_JWL5zg6"
